Air (400mA)

Labels,Decay49,Decay49F1,Decay49F1R,
Type,Time Scan,Exponential Fit Time Scan,Weighted Residuals Time Scan,
Comment,,,,
Start,0.00,1.1E06,1.1E06,
Stop,99900008.000000,99900008.000000,99900008.000000,
Step,1E05,1E05,1E05,
Fixed/Offset, , , ,
XAxis,Time,Time,Time,
YAxis,Counts,Counts,Counts,

3.88E07,3.502E+3,3.556E+3,-9.077E-1,
3.89E07,3.537E+3,3.552E+3,-2.580E-1,
3.9E07,3.589E+3,3.549E+3,6.677E-1,
3.91E07,3.512E+3,3.546E+3,-5.684E-1,
3.92E07,3.532E+3,3.542E+3,-1.749E-1,
3.93E07,3.590E+3,3.539E+3,8.490E-1,
3.94E07,3.599E+3,3.536E+3,1.052E+0,
3.95E07,3.585E+3,3.533E+3,8.738E-1,
3.96E07,3.442E+3,3.529E+3,-1.491E+0,
3.97E07,3.421E+3,3.526E+3,-1.801E+0,
3.98E07,3.463E+3,3.523E+3,-1.023E+0,
3.99E07,3.386E+3,3.520E+3,-2.304E+0,
4E07,3.552E+3,3.517E+3,5.870E-1,
4.01E07,3.489E+3,3.514E+3,-4.225E-1,
4.02E07,3.495E+3,3.511E+3,-2.693E-1,
4.03E07,3.461E+3,3.508E+3,-7.975E-1,
4.04E07,3.599E+3,3.505E+3,1.568E+0,
4.05E07,3.574E+3,3.502E+3,1.205E+0,
4.06E07,3.564E+3,3.499E+3,1.088E+0,
4.07E07,3.427E+3,3.496E+3,-1.181E+0,
4.08E07,3.502E+3,3.493E+3,1.481E-1,
4.09E07,3.419E+3,3.490E+3,-1.221E+0,
4.1E07,3.557E+3,3.488E+3,1.165E+0,
4.11E07,3.462E+3,3.485E+3,-3.860E-1,
4.12E07,3.526E+3,3.482E+3,7.424E-1,
4.13E07,3.461E+3,3.479E+3,-3.084E-1,
4.14E07,3.615E+3,3.476E+3,2.305E+0,
4.15E07,3.444E+3,3.474E+3,-5.054E-1,
4.16E07,3.498E+3,3.471E+3,4.573E-1,
4.17E07,3.421E+3,3.468E+3,-8.082E-1,
4.18E07,3.415E+3,3.466E+3,-8.660E-1,
4.19E07,3.504E+3,3.463E+3,6.932E-1,
4.2E07,3.380E+3,3.460E+3,-1.382E+0,
4.21E07,3.411E+3,3.458E+3,-8.005E-1,
4.22E07,3.402E+3,3.455E+3,-9.116E-1,
4.23E07,3.530E+3,3.453E+3,1.302E+0,
4.24E07,3.511E+3,3.450E+3,1.028E+0,
4.25E07,3.394E+3,3.448E+3,-9.195E-1,
4.26E07,3.499E+3,3.445E+3,9.117E-1,
4.27E07,3.496E+3,3.443E+3,9.032E-1,
4.28E07,3.363E+3,3.440E+3,-1.330E+0,
4.29E07,3.439E+3,3.438E+3,2.202E-2,
4.3E07,3.506E+3,3.435E+3,1.194E+0,
4.31E07,3.337E+3,3.433E+3,-1.660E+0,
4.32E07,3.428E+3,3.431E+3,-4.310E-2,
4.33E07,3.450E+3,3.428E+3,3.717E-1,
4.34E07,3.502E+3,3.426E+3,1.287E+0,
4.35E07,3.462E+3,3.424E+3,6.541E-1,
4.36E07,3.528E+3,3.421E+3,1.798E+0,
4.37E07,3.348E+3,3.419E+3,-1.226E+0,
4.38E07,3.484E+3,3.417E+3,1.141E+0,
4.39E07,3.528E+3,3.414E+3,1.912E+0,
4.4E07,3.525E+3,3.412E+3,1.900E+0,
4.41E07,3.319E+3,3.410E+3,-1.579E+0,
4.42E07,3.323E+3,3.408E+3,-1.471E+0,
4.43E07,3.490E+3,3.406E+3,1.428E+0,
4.44E07,3.456E+3,3.403E+3,8.935E-1,
4.45E07,3.411E+3,3.401E+3,1.654E-1,
4.46E07,3.338E+3,3.399E+3,-1.060E+0,
4.47E07,3.431E+3,3.397E+3,5.785E-1,
4.48E07,3.392E+3,3.395E+3,-5.204E-2,
4.49E07,3.474E+3,3.393E+3,1.375E+0,
4.5E07,3.430E+3,3.391E+3,6.674E-1,
4.51E07,3.467E+3,3.389E+3,1.327E+0,
4.52E07,3.415E+3,3.387E+3,4.816E-1,
4.53E07,3.446E+3,3.385E+3,1.042E+0,
4.54E07,3.400E+3,3.383E+3,2.938E-1,
4.55E07,3.295E+3,3.381E+3,-1.496E+0,
