Water (400mA)

Labels,Decay36,Decay36F1,Decay36F1R,
Type,Time Scan,Exponential Fit Time Scan,Weighted Residuals Time Scan,
Comment,,,,
Start,0.00,1.1E06,1.1E06,
Stop,99900008.000000,99900008.000000,99900008.000000,
Step,1E05,1E05,1E05,
Fixed/Offset, , , ,
XAxis,Time,Time,Time,
YAxis,Counts,Counts,Counts,

4.24E07,3.267E+3,3.264E+3,5.226E-2,
4.25E07,3.299E+3,3.262E+3,6.361E-1,
4.26E07,3.362E+3,3.261E+3,1.743E+0,
4.27E07,3.347E+3,3.259E+3,1.514E+0,
4.28E07,3.207E+3,3.258E+3,-8.986E-1,
4.29E07,3.282E+3,3.256E+3,4.470E-1,
4.3E07,3.146E+3,3.255E+3,-1.942E+0,
4.31E07,3.264E+3,3.253E+3,1.850E-1,
4.32E07,3.231E+3,3.252E+3,-3.689E-1,
4.33E07,3.260E+3,3.251E+3,1.661E-1,
4.34E07,3.293E+3,3.249E+3,7.654E-1,
4.35E07,3.262E+3,3.248E+3,2.513E-1,
4.36E07,3.298E+3,3.246E+3,9.014E-1,
4.37E07,3.204E+3,3.245E+3,-7.213E-1,
4.38E07,3.286E+3,3.243E+3,7.425E-1,
4.39E07,3.324E+3,3.242E+3,1.421E+0,
4.4E07,3.188E+3,3.241E+3,-9.331E-1,
4.41E07,3.352E+3,3.239E+3,1.946E+0,
4.42E07,3.307E+3,3.238E+3,1.200E+0,
4.43E07,3.212E+3,3.237E+3,-4.348E-1,
4.44E07,3.196E+3,3.235E+3,-6.955E-1,
4.45E07,3.259E+3,3.234E+3,4.379E-1,
4.46E07,3.281E+3,3.233E+3,8.433E-1,
4.47E07,3.115E+3,3.231E+3,-2.086E+0,
4.48E07,3.251E+3,3.230E+3,3.662E-1,
4.49E07,3.244E+3,3.229E+3,2.660E-1,
4.5E07,3.190E+3,3.228E+3,-6.655E-1,
4.51E07,3.094E+3,3.226E+3,-2.379E+0,
4.52E07,3.297E+3,3.225E+3,1.252E+0,
4.53E07,3.202E+3,3.224E+3,-3.864E-1,
4.54E07,3.155E+3,3.223E+3,-1.204E+0,
4.55E07,3.245E+3,3.221E+3,4.138E-1,
