Labels	no pinhole	
Type	Time Scan	
Comment		
Start	0.00	
Stop	99975008.000000	
Step	2.5E04	
Fixed/Offset	 	
XAxis	Time	
YAxis	Counts	

2.2925E0007	1.973E+3	
2.295E007	1.940E+3	
2.2975E0007	1.973E+3	
2.3E07	1.989E+3	
2.3025E0007	1.966E+3	
2.305E007	1.890E+3	
2.3075E0007	1.973E+3	
2.31E07	1.971E+3	
2.3125E0007	1.912E+3	
2.315E007	1.930E+3	
2.3175E0007	1.916E+3	
2.32E07	1.819E+3	
2.3225E0007	1.956E+3	
2.325E007	1.920E+3	
2.3275E0007	1.846E+3	
2.33E07	1.980E+3	
2.3325E0007	1.945E+3	
2.335E007	2.044E+3	
2.3375E0007	1.860E+3	
2.34E07	1.956E+3	
2.3425E0007	1.816E+3	
2.345E007	1.976E+3	
2.3475E0007	1.905E+3	
2.35E07	1.881E+3	
2.3525E0007	1.914E+3	
2.355E007	1.852E+3	
2.3575E0007	1.904E+3	
2.36E07	1.918E+3	
2.3625E0007	1.915E+3	
2.365E007	1.879E+3	
2.3675E0007	1.856E+3	
2.37E07	1.908E+3	
2.3725E0007	1.875E+3	
2.375E007	1.855E+3	
2.3775E0007	1.865E+3	
2.38E07	1.849E+3	
2.3825E0007	1.809E+3	
2.385E007	1.842E+3	
2.3875E0007	1.832E+3	
2.39E07	1.853E+3	
2.3925E0007	1.881E+3	
2.395E007	1.798E+3	
2.3975E0007	1.868E+3	
2.4E07	1.894E+3	
2.4025E0007	1.826E+3	
2.405E007	1.847E+3	
2.4075E0007	1.883E+3	
2.41E07	1.780E+3	
2.4125E0007	1.855E+3	
2.415E007	1.764E+3	
2.4175E0007	1.867E+3	
2.42E07	1.774E+3	
2.4225E0007	1.868E+3	
2.425E007	1.843E+3	
2.4275E0007	1.869E+3	
2.43E07	1.843E+3	
2.4325E0007	1.762E+3	
2.435E007	1.854E+3	
2.4375E0007	1.772E+3	
2.44E07	1.779E+3	
2.4425E0007	1.784E+3	
2.445E007	1.834E+3	
2.4475E0007	1.863E+3	
2.45E07	1.787E+3	
2.4525E0007	1.790E+3	
2.455E007	1.792E+3	
2.4575E0007	1.778E+3	
2.46E07	1.812E+3	
2.4625E0007	1.780E+3	
2.465E007	1.746E+3	
2.4675E0007	1.850E+3	
2.47E07	1.763E+3	
2.4725E0007	1.788E+3	
2.475E007	1.851E+3	
2.4775E0007	1.713E+3	
2.48E07	1.788E+3	
2.4825E0007	1.728E+3	
2.485E007	1.828E+3	
2.4875E0007	1.847E+3	
2.49E07	1.720E+3	
2.4925E0007	1.770E+3	
2.495E007	1.717E+3	
2.4975E0007	1.762E+3	
2.5E07	1.765E+3	
2.5025E0007	1.727E+3	
2.505E007	1.706E+3	
2.5075E0007	1.743E+3	
2.51E07	1.689E+3	
2.5125E0007	1.739E+3	
2.515E007	1.683E+3	
2.5175E0007	1.718E+3	
2.52E07	1.706E+3	
2.5225E0007	1.712E+3	
2.525E007	1.743E+3	
2.5275E0007	1.716E+3	
2.53E07	1.649E+3	
2.5325E0007	1.702E+3	
2.535E007	1.756E+3	
2.5375E0007	1.657E+3	
2.54E07	1.709E+3	
2.5425E0007	1.701E+3	
2.545E007	1.664E+3	
2.5475E0007	1.784E+3	
2.55E07	1.710E+3	
2.5525E0007	1.627E+3	
2.555E007	1.709E+3	
2.5575E0007	1.640E+3	
2.56E07	1.647E+3	
2.5625E0007	1.723E+3	
2.565E007	1.711E+3	
2.5675E0007	1.747E+3	
2.57E07	1.752E+3	
2.5725E0007	1.717E+3	
2.575E007	1.748E+3	
2.5775E0007	1.631E+3	
2.58E07	1.697E+3	
2.5825E0007	1.661E+3	
2.585E007	1.679E+3	
2.5875E0007	1.626E+3	
2.59E07	1.710E+3	
2.5925E0007	1.651E+3	
2.595E007	1.641E+3	
2.5975E0007	1.666E+3	
2.6E07	1.662E+3	
2.6025E0007	1.633E+3	
2.605E007	1.691E+3	
2.6075E0007	1.594E+3	
2.61E07	1.699E+3	
2.6125E0007	1.769E+3	
2.615E007	1.697E+3	
2.6175E0007	1.596E+3	
2.62E07	1.647E+3	
2.6225E0007	1.576E+3	
2.625E007	1.662E+3	
2.6275E0007	1.726E+3	
2.63E07	1.603E+3	
2.6325E0007	1.567E+3	
2.635E007	1.645E+3	
2.6375E0007	1.563E+3	
2.64E07	1.669E+3	
2.6425E0007	1.697E+3	
2.645E007	1.637E+3	
2.6475E0007	1.668E+3	
2.65E07	1.536E+3	
2.6525E0007	1.652E+3	
2.655E007	1.601E+3	
2.6575E0007	1.596E+3	
2.66E07	1.554E+3	
2.6625E0007	1.579E+3	
2.665E007	1.547E+3	
2.6675E0007	1.601E+3	
2.67E07	1.519E+3	
2.6725E0007	1.613E+3	
2.675E007	1.566E+3	
2.6775E0007	1.558E+3	
2.68E07	1.586E+3	
2.6825E0007	1.526E+3	
2.685E007	1.589E+3	
2.6875E0007	1.529E+3	
2.69E07	1.600E+3	
2.6925E0007	1.566E+3	
2.695E007	1.500E+3	
2.6975E0007	1.586E+3	
2.7E07	1.545E+3	
2.7025E0007	1.526E+3	
2.705E007	1.626E+3	
2.7075E0007	1.588E+3	
2.71E07	1.486E+3	
2.7125E0007	1.521E+3	
2.715E007	1.647E+3	
2.7175E0007	1.558E+3	
2.72E07	1.596E+3	
2.7225E0007	1.588E+3	
2.725E007	1.507E+3	
2.7275E0007	1.607E+3	
2.73E07	1.618E+3	
2.7325E0007	1.550E+3	
2.735E007	1.582E+3	
2.7375E0007	1.522E+3	
2.74E07	1.597E+3	
2.7425E0007	1.545E+3	
2.745E007	1.565E+3	
2.7475E0007	1.539E+3	
2.75E07	1.501E+3	
2.7525E0007	1.495E+3	
2.755E007	1.501E+3	
2.7575E0007	1.475E+3	
2.76E07	1.531E+3	
2.7625E0007	1.592E+3	
2.765E007	1.629E+3	
2.7675E0007	1.521E+3	
2.77E07	1.542E+3	
2.7725E0007	1.528E+3	
2.775E007	1.473E+3	
2.7775E0007	1.525E+3	
2.78E07	1.528E+3	
2.7825E0007	1.499E+3	
2.785E007	1.530E+3	
2.7875E0007	1.541E+3	
2.79E07	1.504E+3	
2.7925E0007	1.521E+3	
2.795E007	1.491E+3	
2.7975E0007	1.474E+3	
2.8E07	1.559E+3	
2.8025E0007	1.467E+3	
2.805E007	1.554E+3	
2.8075E0007	1.480E+3	
2.81E07	1.543E+3	
2.8125E0007	1.481E+3	
2.815E007	1.452E+3	
2.8175E0007	1.475E+3	
2.82E07	1.516E+3	
2.8225E0007	1.488E+3	
2.825E007	1.506E+3	
2.8275E0007	1.508E+3	
2.83E07	1.520E+3	
2.8325E0007	1.517E+3	
2.835E007	1.550E+3	
2.8375E0007	1.528E+3	
2.84E07	1.483E+3	
2.8425E0007	1.453E+3	
2.845E007	1.468E+3	
2.8475E0007	1.506E+3	
2.85E07	1.465E+3	
2.8525E0007	1.477E+3	
2.855E007	1.431E+3	
2.8575E0007	1.424E+3	
2.86E07	1.455E+3	
2.8625E0007	1.455E+3	
2.865E007	1.482E+3	
2.8675E0007	1.425E+3	
2.87E07	1.447E+3	
2.8725E0007	1.373E+3	
2.875E007	1.429E+3	
2.8775E0007	1.446E+3	
2.88E07	1.435E+3	
2.8825E0007	1.533E+3	
2.885E007	1.460E+3	
2.8875E0007	1.398E+3	
2.89E07	1.416E+3	
2.8925E0007	1.452E+3	
2.895E007	1.419E+3	
2.8975E0007	1.433E+3	
2.9E07	1.426E+3	
2.9025E0007	1.483E+3	
2.905E007	1.447E+3	
2.9075E0007	1.409E+3	
2.91E07	1.483E+3	
2.9125E0007	1.449E+3	
2.915E007	1.369E+3	
2.9175E0007	1.432E+3	
2.92E07	1.418E+3	
2.9225E0007	1.431E+3	
2.925E007	1.406E+3	
2.9275E0007	1.392E+3	
2.93E07	1.381E+3	
2.9325E0007	1.388E+3	
2.935E007	1.431E+3	
2.9375E0007	1.501E+3	
2.94E07	1.412E+3	
2.9425E0007	1.491E+3	
2.945E007	1.423E+3	
2.9475E0007	1.378E+3	
2.95E07	1.373E+3	
2.9525E0007	1.410E+3	
2.955E007	1.427E+3	
2.9575E0007	1.458E+3	
2.96E07	1.429E+3	
2.9625E0007	1.386E+3	
2.965E007	1.429E+3	
2.9675E0007	1.361E+3	
2.97E07	1.448E+3	
2.9725E0007	1.324E+3	
2.975E007	1.344E+3	
2.9775E0007	1.344E+3	
2.98E07	1.371E+3	
2.9825E0007	1.338E+3	
2.985E007	1.435E+3	
2.9875E0007	1.327E+3	
2.99E07	1.418E+3	
2.9925E0007	1.405E+3	
2.995E007	1.356E+3	
2.9975E0007	1.383E+3	
3E07	1.433E+3	
3.0025E0007	1.348E+3	
3.005E007	1.399E+3	
3.0075E0007	1.369E+3	
3.01E07	1.312E+3	
3.0125E0007	1.354E+3	
3.015E007	1.391E+3	
3.0175E0007	1.395E+3	
3.02E07	1.355E+3	
3.0225E0007	1.332E+3	
3.025E007	1.353E+3	
3.0275E0007	1.360E+3	
3.03E07	1.340E+3	
3.0325E0007	1.336E+3	
3.035E007	1.342E+3	
3.0375E0007	1.403E+3	
3.04E07	1.331E+3	
3.0425E0007	1.377E+3	
3.045E007	1.266E+3	
3.0475E0007	1.374E+3	
3.05E07	1.286E+3	
3.0525E0007	1.326E+3	
3.055E007	1.345E+3	
3.0575E0007	1.350E+3	
3.06E07	1.321E+3	
3.0625E0007	1.310E+3	
3.065E007	1.350E+3	
3.0675E0007	1.311E+3	
3.07E07	1.352E+3	
3.0725E0007	1.377E+3	
3.075E007	1.303E+3	
3.0775E0007	1.393E+3	
3.08E07	1.311E+3	
3.0825E0007	1.293E+3	
3.085E007	1.307E+3	
3.0875E0007	1.329E+3	
3.09E07	1.351E+3	
3.0925E0007	1.336E+3	
3.095E007	1.312E+3	
3.0975E0007	1.317E+3	
3.1E07	1.320E+3	
3.1025E0007	1.328E+3	
3.105E007	1.210E+3	
3.1075E0007	1.265E+3	
3.11E07	1.320E+3	
3.1125E0007	1.287E+3	
3.115E007	1.349E+3	
3.1175E0007	1.378E+3	
3.12E07	1.271E+3	
3.1225E0007	1.265E+3	
3.125E007	1.252E+3	
3.1275E0007	1.324E+3	
3.13E07	1.307E+3	
3.1325E0007	1.290E+3	
3.135E007	1.255E+3	
3.1375E0007	1.210E+3	
3.14E07	1.272E+3	
3.1425E0007	1.244E+3	
3.145E007	1.283E+3	
3.1475E0007	1.306E+3	
3.15E07	1.241E+3	
3.1525E0007	1.219E+3	
3.155E007	1.258E+3	
3.1575E0007	1.250E+3	
3.16E07	1.270E+3	
3.1625E0007	1.269E+3	
3.165E007	1.284E+3	
3.1675E0007	1.249E+3	
3.17E07	1.248E+3	
3.1725E0007	1.300E+3	
3.175E007	1.260E+3	
3.1775E0007	1.302E+3	
3.18E07	1.295E+3	
3.1825E0007	1.298E+3	
3.185E007	1.259E+3	
3.1875E0007	1.269E+3	
3.19E07	1.275E+3	
3.1925E0007	1.198E+3	
3.195E007	1.253E+3	
3.1975E0007	1.223E+3	
3.2E07	1.267E+3	
3.2025E0007	1.301E+3	
3.205E007	1.206E+3	
3.2075E0007	1.294E+3	
3.21E07	1.283E+3	
3.2125E0007	1.264E+3	
3.215E007	1.253E+3	
3.2175E0007	1.315E+3	
3.22E07	1.208E+3	
3.2225E0007	1.196E+3	
3.225E007	1.218E+3	
3.2275E0007	1.292E+3	
3.23E07	1.272E+3	
3.2325E0007	1.198E+3	
3.235E007	1.207E+3	
3.2375E0007	1.228E+3	
3.24E07	1.171E+3	
3.2425E0007	1.269E+3	
3.245E007	1.221E+3	
3.2475E0007	1.290E+3	
3.25E07	1.244E+3	
3.2525E0007	1.259E+3	
3.255E007	1.234E+3	
3.2575E0007	1.276E+3	
3.26E07	1.228E+3	
3.2625E0007	1.166E+3	
3.265E007	1.248E+3	
3.2675E0007	1.226E+3	
3.27E07	1.249E+3	
3.2725E0007	1.176E+3	
3.275E007	1.281E+3	
3.2775E0007	1.217E+3	
3.28E07	1.189E+3	
3.2825E0007	1.176E+3	
3.285E007	1.259E+3	
3.2875E0007	1.269E+3	
3.29E07	1.210E+3	
3.2925E0007	1.237E+3	
3.295E007	1.233E+3	
3.2975E0007	1.243E+3	
3.3E07	1.223E+3	
3.3025E0007	1.187E+3	
3.305E007	1.262E+3	
3.3075E0007	1.223E+3	
3.31E07	1.209E+3	
3.3125E0007	1.262E+3	
3.315E007	1.193E+3	
3.3175E0007	1.221E+3	
3.32E07	1.211E+3	
3.3225E0007	1.190E+3	
3.325E007	1.138E+3	
3.3275E0007	1.230E+3	
3.33E07	1.218E+3	
3.3325E0007	1.175E+3	
3.335E007	1.253E+3	
3.3375E0007	1.165E+3	
3.34E07	1.198E+3	
3.3425E0007	1.219E+3	
3.345E007	1.217E+3	
3.3475E0007	1.239E+3	
3.35E07	1.163E+3	
3.3525E0007	1.152E+3	
3.355E007	1.149E+3	
3.3575E0007	1.172E+3	
3.36E07	1.095E+3	
3.3625E0007	1.175E+3	
3.365E007	1.180E+3	
3.3675E0007	1.121E+3	
3.37E07	1.227E+3	
3.3725E0007	1.260E+3	
3.375E007	1.198E+3	
3.3775E0007	1.112E+3	
3.38E07	1.157E+3	
3.3825E0007	1.212E+3	
3.385E007	1.170E+3	
3.3875E0007	1.204E+3	
3.39E07	1.163E+3	
3.3925E0007	1.155E+3	
3.395E007	1.187E+3	
3.3975E0007	1.190E+3	
3.4E07	1.127E+3	
3.4025E0007	1.151E+3	
3.405E007	1.210E+3	
3.4075E0007	1.157E+3	
3.41E07	1.092E+3	
3.4125E0007	1.168E+3	
3.415E007	1.129E+3	
3.4175E0007	1.153E+3	
3.42E07	1.132E+3	
3.4225E0007	1.196E+3	
3.425E007	1.182E+3	
3.4275E0007	1.120E+3	
3.43E07	1.205E+3	
3.4325E0007	1.114E+3	
3.435E007	1.217E+3	
3.4375E0007	1.216E+3	
3.44E07	1.214E+3	
3.4425E0007	1.100E+3	
3.445E007	1.159E+3	
3.4475E0007	1.157E+3	
3.45E07	1.198E+3	
3.4525E0007	1.190E+3	
3.455E007	1.136E+3	
3.4575E0007	1.183E+3	
3.46E07	1.108E+3	
3.4625E0007	1.079E+3	
3.465E007	1.169E+3	
3.4675E0007	1.141E+3	
3.47E07	1.143E+3	
3.4725E0007	1.161E+3	
3.475E007	1.104E+3	
3.4775E0007	1.124E+3	
3.48E07	1.137E+3	
3.4825E0007	1.176E+3	
3.485E007	1.133E+3	
3.4875E0007	1.120E+3	
3.49E07	1.127E+3	
3.4925E0007	1.136E+3	
3.495E007	1.123E+3	
3.4975E0007	1.083E+3	
3.5E07	1.132E+3	
3.5025E0007	1.135E+3	
3.505E007	1.107E+3	
3.5075E0007	1.082E+3	
3.51E07	1.110E+3	
3.5125E0007	1.172E+3	
3.515E007	1.167E+3	
3.5175E0007	1.129E+3	
3.52E07	1.159E+3	
3.5225E0007	1.147E+3	
3.525E007	1.122E+3	
3.5275E0007	1.120E+3	
3.53E07	1.124E+3	
3.5325E0007	1.167E+3	
3.535E007	1.140E+3	
3.5375E0007	1.131E+3	
3.54E07	1.110E+3	
3.5425E0007	1.140E+3	
3.545E007	1.114E+3	
3.5475E0007	1.100E+3	
3.55E07	1.123E+3	
3.5525E0007	1.063E+3	
3.555E007	1.144E+3	
3.5575E0007	1.089E+3	
3.56E07	1.078E+3	
3.5625E0007	1.155E+3	
3.565E007	1.048E+3	
3.5675E0007	1.050E+3	
3.57E07	1.099E+3	
3.5725E0007	1.112E+3	
3.575E007	1.099E+3	
3.5775E0007	1.110E+3	
3.58E07	1.092E+3	
3.5825E0007	1.083E+3	
3.585E007	1.118E+3	
3.5875E0007	1.059E+3	
3.59E07	1.119E+3	
3.5925E0007	1.204E+3	
3.595E007	1.144E+3	
3.5975E0007	1.111E+3	
3.6E07	1.138E+3	
3.6025E0007	1.065E+3	
3.605E007	1.107E+3	
3.6075E0007	1.080E+3	
3.61E07	1.119E+3	
3.6125E0007	1.094E+3	
3.615E007	1.102E+3	
3.6175E0007	1.099E+3	
3.62E07	1.103E+3	
3.6225E0007	1.093E+3	
3.625E007	1.077E+3	
3.6275E0007	1.104E+3	
3.63E07	1.037E+3	
3.6325E0007	1.113E+3	
3.635E007	1.114E+3	
3.6375E0007	1.111E+3	
3.64E07	1.107E+3	
3.6425E0007	1.069E+3	
3.645E007	1.132E+3	
3.6475E0007	1.070E+3	
3.65E07	1.116E+3	
3.6525E0007	1.060E+3	
3.655E007	1.047E+3	
3.6575E0007	1.057E+3	
3.66E07	1.064E+3	
3.6625E0007	1.124E+3	
3.665E007	1.092E+3	
3.6675E0007	1.140E+3	
3.67E07	1.110E+3	
3.6725E0007	1.080E+3	
3.675E007	1.023E+3	
3.6775E0007	1.092E+3	
3.68E07	1.073E+3	
3.6825E0007	1.030E+3	
3.685E007	1.097E+3	
3.6875E0007	1.043E+3	
3.69E07	1.056E+3	
3.6925E0007	1.075E+3	
3.695E007	1.056E+3	
3.6975E0007	1.048E+3	
3.7E07	1.050E+3	
3.7025E0007	1.032E+3	
3.705E007	1.049E+3	
3.7075E0007	1.050E+3	
3.71E07	1.043E+3	
3.7125E0007	1.065E+3	
3.715E007	1.010E+3	
3.7175E0007	1.073E+3	
3.72E07	1.011E+3	
3.7225E0007	1.060E+3	
3.725E007	1.023E+3	
3.7275E0007	1.112E+3	
3.73E07	1.021E+3	
3.7325E0007	1.107E+3	
3.735E007	9.780E+2	
3.7375E0007	1.078E+3	
3.74E07	1.086E+3	
3.7425E0007	1.034E+3	
3.745E007	1.047E+3	
3.7475E0007	1.022E+3	
3.75E07	1.089E+3	
3.7525E0007	1.059E+3	
3.755E007	1.056E+3	
3.7575E0007	1.001E+3	
3.76E07	9.950E+2	
3.7625E0007	1.071E+3	
3.765E007	1.055E+3	
3.7675E0007	1.113E+3	
3.77E07	1.050E+3	
3.7725E0007	1.024E+3	
3.775E007	1.069E+3	
3.7775E0007	1.036E+3	
3.78E07	1.066E+3	
3.7825E0007	1.065E+3	
3.785E007	1.055E+3	
3.7875E0007	1.058E+3	
3.79E07	1.058E+3	
3.7925E0007	1.083E+3	
3.795E007	9.950E+2	
3.7975E0007	1.020E+3	
3.8E07	1.027E+3	
3.8025E0007	9.830E+2	
3.805E007	1.050E+3	
3.8075E0007	1.031E+3	
3.81E07	1.052E+3	
3.8125E0007	1.045E+3	
3.815E007	1.013E+3	
3.8175E0007	1.065E+3	
3.82E07	1.032E+3	
3.8225E0007	1.040E+3	
3.825E007	1.042E+3	
3.8275E0007	1.035E+3	
3.83E07	1.022E+3	
3.8325E0007	1.028E+3	
3.835E007	1.033E+3	
3.8375E0007	9.970E+2	
3.84E07	1.056E+3	
3.8425E0007	9.920E+2	
3.845E007	9.850E+2	
3.8475E0007	1.010E+3	
3.85E07	1.032E+3	
3.8525E0007	9.980E+2	
3.855E007	1.047E+3	
3.8575E0007	9.690E+2	
3.86E07	1.035E+3	
3.8625E0007	1.026E+3	
3.865E007	1.032E+3	
3.8675E0007	9.800E+2	
3.87E07	9.700E+2	
3.8725E0007	1.009E+3	
3.875E007	1.050E+3	
3.8775E0007	1.012E+3	
3.88E07	9.800E+2	
3.8825E0007	9.490E+2	
3.885E007	9.960E+2	
3.8875E0007	1.015E+3	
3.89E07	1.008E+3	
3.8925E0007	9.980E+2	
3.895E007	9.910E+2	
3.8975E0007	1.007E+3	
3.9E07	9.860E+2	
3.9025E0007	1.025E+3	
3.905E007	1.029E+3	
3.9075E0007	9.740E+2	
3.91E07	9.880E+2	
3.9125E0007	1.021E+3	
3.915E007	1.025E+3	
3.9175E0007	9.180E+2	
3.92E07	1.044E+3	
3.9225E0007	1.046E+3	
3.925E007	9.640E+2	
3.9275E0007	1.037E+3	
3.93E07	1.005E+3	
3.9325E0007	1.009E+3	
3.935E007	9.990E+2	
3.9375E0007	1.040E+3	
3.94E07	9.470E+2	
3.9425E0007	9.650E+2	
3.945E007	1.019E+3	
3.9475E0007	9.650E+2	
3.95E07	9.640E+2	
3.9525E0007	1.046E+3	
3.955E007	1.006E+3	
3.9575E0007	9.760E+2	
3.96E07	9.570E+2	
3.9625E0007	9.880E+2	
3.965E007	1.043E+3	
3.9675E0007	1.022E+3	
3.97E07	9.910E+2	
3.9725E0007	1.031E+3	
3.975E007	9.750E+2	
3.9775E0007	1.021E+3	
3.98E07	9.980E+2	
3.9825E0007	9.930E+2	
3.985E007	9.760E+2	
3.9875E0007	9.540E+2	
3.99E07	9.760E+2	
3.9925E0007	9.210E+2	
3.995E007	9.820E+2	
3.9975E0007	9.570E+2	
4E07	9.610E+2	
4.0025E0007	9.840E+2	
4.005E007	9.950E+2	
4.0075E0007	9.730E+2	
4.01E07	1.011E+3	
4.0125E0007	9.850E+2	
4.015E007	9.950E+2	
4.0175E0007	1.017E+3	
4.02E07	9.690E+2	
4.0225E0007	9.940E+2	
4.025E007	9.560E+2	
4.0275E0007	9.470E+2	
4.03E07	1.002E+3	
4.0325E0007	1.002E+3	
4.035E007	9.400E+2	
4.0375E0007	9.420E+2	
4.04E07	9.250E+2	
4.0425E0007	1.020E+3	
4.045E007	9.920E+2	
4.0475E0007	9.590E+2	
4.05E07	1.017E+3	
4.0525E0007	1.026E+3	
4.055E007	9.400E+2	
4.0575E0007	9.610E+2	
4.06E07	1.017E+3	
4.0625E0007	9.230E+2	
4.065E007	9.470E+2	
4.0675E0007	9.180E+2	
4.07E07	9.840E+2	
4.0725E0007	9.260E+2	
4.075E007	9.830E+2	
4.0775E0007	9.970E+2	
4.08E07	9.990E+2	
4.0825E0007	9.520E+2	
4.085E007	9.580E+2	
4.0875E0007	9.840E+2	
4.09E07	9.870E+2	
4.0925E0007	9.840E+2	
4.095E007	9.600E+2	
4.0975E0007	9.630E+2	
4.1E07	1.021E+3	
4.1025E0007	1.003E+3	
4.105E007	9.770E+2	
4.1075E0007	9.940E+2	
4.11E07	9.920E+2	
4.1125E0007	9.740E+2	
4.115E007	9.290E+2	
4.1175E0007	9.450E+2	
4.12E07	9.490E+2	
4.1225E0007	9.650E+2	
4.125E007	9.820E+2	
4.1275E0007	9.330E+2	
4.13E07	9.320E+2	
4.1325E0007	9.330E+2	
4.135E007	9.190E+2	
4.1375E0007	9.820E+2	
4.14E07	9.800E+2	
4.1425E0007	9.560E+2	
4.145E007	9.300E+2	
4.1475E0007	9.510E+2	
4.15E07	9.550E+2	
4.1525E0007	8.980E+2	
4.155E007	8.960E+2	
4.1575E0007	9.520E+2	
4.16E07	9.230E+2	
4.1625E0007	9.520E+2	
4.165E007	9.750E+2	
4.1675E0007	9.320E+2	
4.17E07	9.220E+2	
4.1725E0007	9.520E+2	
4.175E007	9.400E+2	
4.1775E0007	9.250E+2	
4.18E07	9.160E+2	
4.1825E0007	9.130E+2	
4.185E007	1.011E+3	
4.1875E0007	9.360E+2	
4.19E07	9.360E+2	
4.1925E0007	9.520E+2	
4.195E007	9.280E+2	
4.1975E0007	9.690E+2	
4.2E07	9.450E+2	
4.2025E0007	8.790E+2	
4.205E007	9.580E+2	
4.2075E0007	9.270E+2	
4.21E07	9.390E+2	
4.2125E0007	9.460E+2	
4.215E007	9.280E+2	
4.2175E0007	9.180E+2	
4.22E07	9.810E+2	
4.2225E0007	8.960E+2	
4.225E007	8.950E+2	
4.2275E0007	9.520E+2	
4.23E07	8.960E+2	
4.2325E0007	8.670E+2	
4.235E007	9.280E+2	
4.2375E0007	9.850E+2	
4.24E07	9.380E+2	
4.2425E0007	9.020E+2	
4.245E007	1.027E+3	
4.2475E0007	9.500E+2	
4.25E07	9.360E+2	
4.2525E0007	9.380E+2	
4.255E007	9.250E+2	
4.2575E0007	8.950E+2	
4.26E07	9.010E+2	
4.2625E0007	9.870E+2	
4.265E007	9.770E+2	
4.2675E0007	9.720E+2	
4.27E07	9.510E+2	
4.2725E0007	8.800E+2	
4.275E007	8.800E+2	
4.2775E0007	9.190E+2	
4.28E07	9.460E+2	
4.2825E0007	9.540E+2	
4.285E007	8.930E+2	
4.2875E0007	9.490E+2	
4.29E07	9.380E+2	
4.2925E0007	9.120E+2	
4.295E007	9.600E+2	
4.2975E0007	9.790E+2	
4.3E07	9.480E+2	
4.3025E0007	9.570E+2	
4.305E007	9.000E+2	
4.3075E0007	9.500E+2	
4.31E07	9.280E+2	
4.3125E0007	9.100E+2	
4.315E007	9.340E+2	
4.3175E0007	9.550E+2	
4.32E07	8.830E+2	
4.3225E0007	8.840E+2	
4.325E007	8.800E+2	
4.3275E0007	8.730E+2	
4.33E07	9.100E+2	
4.3325E0007	9.250E+2	
4.335E007	9.340E+2	
4.3375E0007	9.100E+2	
4.34E07	9.000E+2	
4.3425E0007	9.140E+2	
4.345E007	8.820E+2	
4.3475E0007	9.120E+2	
4.35E07	9.290E+2	
4.3525E0007	9.670E+2	
4.355E007	9.520E+2	
4.3575E0007	9.300E+2	
4.36E07	9.050E+2	
4.3625E0007	9.070E+2	
4.365E007	9.220E+2	
4.3675E0007	8.740E+2	
4.37E07	8.860E+2	
4.3725E0007	9.200E+2	
4.375E007	9.060E+2	
4.3775E0007	9.310E+2	
4.38E07	9.220E+2	
4.3825E0007	9.530E+2	
4.385E007	9.940E+2	
4.3875E0007	9.450E+2	
4.39E07	9.070E+2	
4.3925E0007	9.290E+2	
4.395E007	9.000E+2	
4.3975E0007	9.300E+2	
4.4E07	8.480E+2	
4.4025E0007	8.970E+2	
4.405E007	9.310E+2	
4.4075E0007	9.010E+2	
4.41E07	8.640E+2	
4.4125E0007	8.700E+2	
4.415E007	9.650E+2	
4.4175E0007	9.260E+2	
4.42E07	8.900E+2	
4.4225E0007	9.110E+2	
4.425E007	8.930E+2	
4.4275E0007	9.340E+2	
4.43E07	8.770E+2	
4.4325E0007	9.060E+2	
4.435E007	9.480E+2	
4.4375E0007	9.050E+2	
4.44E07	9.300E+2	
4.4425E0007	9.450E+2	
4.445E007	8.900E+2	
4.4475E0007	9.240E+2	
4.45E07	9.330E+2	
4.4525E0007	9.060E+2	
4.455E007	9.590E+2	
4.4575E0007	9.020E+2	
4.46E07	8.590E+2	
4.4625E0007	8.760E+2	
4.465E007	9.130E+2	
4.4675E0007	8.900E+2	
4.47E07	8.880E+2	
4.4725E0007	9.280E+2	
4.475E007	8.680E+2	
4.4775E0007	8.980E+2	
4.48E07	8.810E+2	
4.4825E0007	9.170E+2	
4.485E007	9.130E+2	
4.4875E0007	9.320E+2	
4.49E07	8.550E+2	
4.4925E0007	8.730E+2	
4.495E007	8.810E+2	
4.4975E0007	8.770E+2	
4.5E07	9.270E+2	
4.5025E0007	8.890E+2	
4.505E007	8.700E+2	
4.5075E0007	8.700E+2	
4.51E07	8.750E+2	
4.5125E0007	8.420E+2	
4.515E007	8.960E+2	
4.5175E0007	8.870E+2	
4.52E07	8.870E+2	
4.5225E0007	9.070E+2	
4.525E007	9.050E+2	
4.5275E0007	9.270E+2	
4.53E07	9.270E+2	
4.5325E0007	9.670E+2	
4.535E007	8.810E+2	
4.5375E0007	8.400E+2	
4.54E07	8.920E+2	
4.5425E0007	8.990E+2	
4.545E007	9.180E+2	
4.5475E0007	9.140E+2	
4.55E07	8.800E+2	
4.5525E0007	8.880E+2	
4.555E007	8.610E+2	
4.5575E0007	8.990E+2	
4.56E07	8.730E+2	
4.5625E0007	8.910E+2	
4.565E007	8.640E+2	
4.5675E0007	8.330E+2	
4.57E07	9.140E+2	
4.5725E0007	8.540E+2	
4.575E007	8.890E+2	
4.5775E0007	8.360E+2	
4.58E07	8.950E+2	
4.5825E0007	8.300E+2	
4.585E007	8.740E+2	
4.5875E0007	9.270E+2	
4.59E07	8.520E+2	
4.5925E0007	8.940E+2	
4.595E007	9.110E+2	
4.5975E0007	8.620E+2	
4.6E07	9.120E+2	
4.6025E0007	8.800E+2	
4.605E007	8.630E+2	
4.6075E0007	8.380E+2	
